"","X1","RECORDING_SESSION_LABEL","Trial_Index_","LEFT_FIX_INDEX","LEFT_FIX_START_X","LEFT_FIX_START_Y","LEFT_PUPIL_SIZE","spiral_type","LEFT_IN_SACCADE","RIGHT_PUPIL_SIZE","RIGHT_FIX_START_X","RIGHT_FIX_START_Y","RIGHT_FIX_INDEX","RIGHT_IN_SACCADE","LEFT_FIX_END_X","LEFT_FIX_END_Y","RIGHT_FIX_END_X","RIGHT_FIX_END_Y","Disparity_Start","Disparity_End","DisparityType_Start","DisparityType_End","Fixation_disparity","Spiral_num","Disparity_change","ID","Trial","LEFT_travelX","LEFT_travelY","RIGHT_travelX","RIGHT_travelY","X_direction","Y_direction","XY_direction"
"92",92,"AG",71,29,830.4,556.8,1040,"clockwise",0,1062,844.7,534.2,28,0,867.9,581.4,861.5,552.8,14.3000000000001,-6.39999999999998,"Uncrossed","Crossed","converge","Contrasting",-20.7,"AG",71,37.5,24.6,16.8,18.5999999999999,"center_Right","center_Up","Right_Up"
"93",93,"AG",71,30,843.7,569,968,"clockwise",0,933,840.2,538.4,29,0,856.4,601,870.3,554.7,-3.5,13.9,"Crossed","Uncrossed","diverge","Contrasting",17.4,"AG",71,12.6999999999999,32,30.0999999999999,16.3000000000001,"center_Right","center_Up","Right_Up"
"94",94,"AG",71,31,839.7,587,977,"clockwise",0,946,852,537.1,30,0,870.1,619.9,874,592.9,12.3,3.89999999999998,"Uncrossed","Uncrossed","converge","Contrasting",-8.39999999999998,"AG",71,30.4,32.9,22,55.8,"center_Right","center_Up","Right_Up"
"95",95,"AG",71,32,840.8,596.4,1061,"clockwise",0,1028,846.9,561.7,31,0,863.3,588.7,883.2,555.4,6.10000000000002,19.9000000000001,"Uncrossed","Uncrossed","diverge","Contrasting",13.8000000000001,"AG",71,22.5,-7.69999999999993,36.3000000000001,-6.30000000000007,"center_Right","center_Up","Right_Up"
"96",96,"AG",71,33,842.2,583.1,844,"clockwise",0,799,858.9,542.7,32,0,850.9,582.8,868.3,541.5,16.6999999999999,17.4,"Uncrossed","Uncrossed","diverge","Contrasting",0.700000000000045,"AG",71,8.69999999999993,-0.300000000000068,9.39999999999998,-1.20000000000005,"center_Right","center_Up","Right_Up"
"97",97,"AG",71,34,854.6,512.6,779,"clockwise",0,758,869.2,461.7,33,0,851.6,530.3,869.4,486.7,14.6,17.8,"Uncrossed","Uncrossed","diverge","Contrasting",3.19999999999993,"AG",71,-3,17.6999999999999,0.199999999999932,25,"center_Right","center_Down","Right_Down"
"98",98,"AG",71,35,851.1,558.6,855,"clockwise",0,830,862.3,517.9,34,0,862.7,588.4,852.8,563.1,11.1999999999999,-9.90000000000009,"Uncrossed","Crossed","converge","Contrasting",-21.1,"AG",71,11.6,29.8,-9.5,45.2,"center_Right","center_Up","Right_Up"
"99",99,"AG",71,36,840.4,582.3,1278,"clockwise",0,1280,834.3,560.1,35,0,857.5,593.9,862.4,567.9,-6.10000000000002,4.89999999999998,"Crossed","Uncrossed","diverge","Contrasting",11,"AG",71,17.1,11.6,28.1,7.79999999999995,"center_Right","center_Up","Right_Up"
"100",100,"AG",71,37,843.9,582.2,983,"clockwise",0,943,847.6,547.2,36,0,856.7,606.1,874.4,567.5,3.70000000000005,17.6999999999999,"Uncrossed","Uncrossed","diverge","Contrasting",13.9999999999999,"AG",71,12.8000000000001,23.9,26.8,20.3,"center_Right","center_Up","Right_Up"
"101",101,"AIP",1,30,1147.8,573.4,915,"clockwise",0,813,1168.9,547.5,30,0,1147,574.9,1170.8,546.5,21.1000000000001,23.8,"Uncrossed","Uncrossed","diverge","Contrasting",2.69999999999982,"AIP",1,-0.799999999999955,1.5,1.89999999999986,-1,"center_Right","center_Up","Right_Up"
"102",102,"AIP",1,31,1291.4,559.5,876,"clockwise",0,768,1307.9,544,31,0,1306.2,568,1318.7,549,16.5,12.5,"Uncrossed","Uncrossed","converge","Contrasting",-4,"AIP",1,14.8,8.5,10.8,5,"center_Right","center_Up","Right_Up"
"103",103,"AIP",1,32,816.8,413.5,791,"clockwise",0,692,811,382.7,32,0,830.3,420.9,819.2,392.7,-5.79999999999995,-11.0999999999999,"Crossed","Crossed","converge","Contrasting",-5.29999999999995,"AIP",1,13.5,7.39999999999998,8.20000000000005,10,"center_Left","center_Down","Left_Down"
"104",104,"AIP",1,33,845,547.4,722,"clockwise",0,637,853.5,498,33,0,863.2,523.2,865.8,472.2,8.5,2.59999999999991,"Uncrossed","Uncrossed","converge","Contrasting",-5.90000000000009,"AIP",1,18.2,-24.1999999999999,12.3,-25.8,"center_Right","center_Down","Right_Down"
"105",105,"AIP",1,34,846.4,532.6,683,"clockwise",0,593,853.9,478.2,34,0,849.2,548.7,849,481.7,7.5,-0.200000000000045,"Uncrossed","Crossed","converge","Contrasting",-7.70000000000005,"AIP",1,2.80000000000007,16.1,-4.89999999999998,3.5,"center_Right","center_Down","Right_Down"
"106",106,"AIP",1,35,856.9,546.9,628,"clockwise",0,567,875.8,493.2,35,0,860.5,555.7,869.9,507.6,18.9,9.39999999999998,"Uncrossed","Uncrossed","converge","Contrasting",-9.5,"AIP",1,3.60000000000002,8.80000000000007,-5.89999999999998,14.4,"center_Right","center_Down","Right_Down"
"107",107,"AIP",1,36,839.3,557.7,678,"clockwise",0,590,851.1,505.8,36,0,835.3,554,847.1,505.8,11.8000000000001,11.8000000000001,"Uncrossed","Uncrossed","diverge","Contrasting",0,"AIP",1,-4,-3.70000000000005,-4,0,"center_Right","center_Down","Right_Down"
"108",108,"AIP",27,25,877.7,502.5,434,"clockwise",0,396,852.6,522.9,26,0,856.8,510.1,838.7,532.4,-25.1,-18.0999999999999,"Crossed","Crossed","diverge","Contrasting",7.00000000000011,"AIP",50,-20.9000000000001,7.60000000000002,-13.9,9.5,"center_Left","center_Up","Left_Up"
"109",109,"AIP",27,26,874.9,512.5,584,"clockwise",0,538,856.5,533,27,0,873.3,506.5,845.4,531.9,-18.4,-27.9,"Crossed","Crossed","converge","Contrasting",-9.5,"AIP",50,-1.60000000000002,-6,-11.1,-1.10000000000002,"center_Right","center_Up","Right_Up"
"110",110,"AIP",27,27,871.5,513.5,589,"clockwise",0,548,846.6,532.2,27,0,876.8,524.9,844.4,534.5,-24.9,-32.4,"Crossed","Crossed","converge","Contrasting",-7.5,"AIP",50,5.29999999999995,11.4,-2.20000000000005,2.29999999999995,"center_Right","center_Up","Right_Up"
"111",111,"AIP",27,28,861.9,522.4,615,"clockwise",0,554,834.5,554.8,28,0,859,520.5,835.2,539.9,-27.4,-23.8,"Crossed","Crossed","diverge","Contrasting",3.60000000000002,"AIP",50,-2.89999999999998,-1.89999999999998,0.700000000000045,-14.9,"center_Left","center_Up","Left_Up"
"112",112,"AIP",27,29,874.3,522.7,575,"clockwise",0,528,850.1,538.6,29,0,876.8,519.1,834.3,544.4,-24.1999999999999,-42.5,"Crossed","Crossed","converge","Contrasting",-18.3000000000001,"AIP",50,2.5,-3.60000000000002,-15.8000000000001,5.79999999999995,"center_Left","center_Up","Left_Up"
"113",113,"AIP",27,30,866.6,503.3,555,"clockwise",0,508,840.5,528.3,30,0,868.7,547.5,819.9,572,-26.1,-48.8000000000001,"Crossed","Crossed","converge","Contrasting",-22.7,"AIP",50,2.10000000000002,44.2,-20.6,43.7,"center_Left","center_Up","Left_Up"
"114",114,"AIP",27,31,764.8,421.5,660,"clockwise",0,522,843.2,515.8,31,0,796.7,439.2,843.2,521.7,78.4000000000001,46.5,"Uncrossed","Uncrossed","converge","Contrasting",-31.9000000000001,"AIP",50,31.9000000000001,17.7,0,5.90000000000009,"center_Right","center_Down","Right_Down"
"115",115,"AIP",27,32,816.6,470.1,609,"clockwise",0,523,843.3,521.4,31,0,861.2,505.9,837.6,529.6,26.6999999999999,-23.6,"Uncrossed","Crossed","converge","Contrasting",-50.3,"AIP",50,44.6,35.8,-5.69999999999993,8.20000000000005,"center_Left","center_Up","Left_Up"
"116",116,"AIP",27,33,876.9,506.6,606,"clockwise",0,547,853.2,532,31,0,866,541.3,834.7,558.9,-23.6999999999999,-31.3,"Crossed","Crossed","converge","Contrasting",-7.60000000000002,"AIP",50,-10.9,34.6999999999999,-18.5,26.9,"center_Left","center_Up","Left_Up"
"117",117,"AIP",27,34,875.8,505.1,627,"clockwise",0,562,885.8,528.6,32,0,855.6,518.7,835.4,536.3,10,-20.2,"Uncrossed","Crossed","converge","Contrasting",-30.2,"AIP",50,-20.1999999999999,13.6,-50.4,7.69999999999993,"center_Left","center_Up","Left_Up"
"118",118,"AIP",27,35,874.9,516,569,"clockwise",0,520,854.6,535.9,34,0,868,520.7,849.9,537.6,-20.3,-18.1,"Crossed","Crossed","diverge","Contrasting",2.19999999999993,"AIP",50,-6.89999999999998,4.70000000000005,-4.70000000000005,1.70000000000005,"center_Right","center_Up","Right_Up"
"119",119,"AIP",27,36,848.8,520.9,586,"clockwise",0,537,830.7,536.8,35,0,874.5,540.9,851.3,563,-18.0999999999999,-23.2,"Crossed","Crossed","converge","Contrasting",-5.10000000000014,"AIP",50,25.7,20,20.5999999999999,26.2,"center_Right","center_Up","Right_Up"
"120",120,"AIP",27,37,867.3,474.5,502,"clockwise",0,457,899.7,500.1,36,0,877.4,531.2,847.1,558,32.4000000000001,-30.3,"Uncrossed","Crossed","converge","Contrasting",-62.7,"AIP",50,10.1,56.7,-52.6,57.9,"center_Right","center_Up","Right_Up"
"121",121,"AIP",27,38,880.3,476.5,481,"clockwise",0,434,902.5,535.4,37,0,876.4,513.6,845.8,531.7,22.2,-30.6,"Uncrossed","Crossed","converge","Contrasting",-52.8000000000001,"AIP",50,-3.89999999999998,37.1,-56.7,-3.69999999999993,"center_Right","center_Up","Right_Up"
"122",122,"AIP",27,39,851.9,512.9,562,"clockwise",0,519,823.5,533.2,39,0,882.3,525.7,849.3,535.7,-28.4,-33,"Crossed","Crossed","converge","Contrasting",-4.60000000000002,"AIP",50,30.4,12.8000000000001,25.8,2.5,"center_Right","center_Up","Right_Up"
"123",123,"AIP",27,40,805.6,471.1,587,"clockwise",0,472,860,557.3,40,0,810.4,465.9,860,556.9,54.4,49.6,"Uncrossed","Uncrossed","converge","Contrasting",-4.79999999999995,"AIP",50,4.79999999999995,-5.20000000000005,0,-0.399999999999977,"center_Right","center_Up","Right_Up"
"124",124,"AIP",27,41,847.2,511,540,"clockwise",0,468,861.2,554.3,40,0,852.7,530.8,857.7,560.4,14,5,"Uncrossed","Uncrossed","converge","Contrasting",-9,"AIP",50,5.5,19.8,-3.5,6.10000000000002,"center_Right","center_Up","Right_Up"
"125",125,"AIP",27,42,866.3,493,548,"clockwise",0,490,854.6,527.9,41,0,880.6,507.7,839.8,529,-11.6999999999999,-40.8000000000001,"Crossed","Crossed","converge","Contrasting",-29.1000000000001,"AIP",50,14.3000000000001,14.7,-14.8000000000001,1.10000000000002,"center_Left","center_Up","Left_Up"
"126",126,"AIP",27,43,854,508.2,594,"clockwise",0,549,814.8,532.2,42,0,862.2,523.1,821.2,545.4,-39.2,-41,"Crossed","Crossed","converge","Contrasting",-1.79999999999995,"AIP",50,8.20000000000005,14.9,6.40000000000009,13.1999999999999,"center_Left","center_Up","Left_Up"
"127",127,"AIP",27,44,878.5,517.6,541,"clockwise",0,506,840.5,542.7,43,0,866.8,527.8,839.4,535.9,-38,-27.4,"Crossed","Crossed","diverge","Contrasting",10.6,"AIP",50,-11.7,10.1999999999999,-1.10000000000002,-6.80000000000007,"center_Left","center_Up","Left_Up"
"128",128,"AIP",27,45,844.2,520.2,697,"clockwise",0,646,819.1,526.4,44,0,882.4,539.6,825.6,557,-25.1,-56.8,"Crossed","Crossed","converge","Contrasting",-31.6999999999999,"AIP",50,38.1999999999999,19.4,6.5,30.6,"center_Left","center_Up","Left_Up"
"129",129,"AIP",27,46,887.9,494.6,455,"clockwise",0,424,867.2,526.4,46,0,891.6,513.2,851.5,525.2,-20.6999999999999,-40.1,"Crossed","Crossed","converge","Contrasting",-19.4000000000001,"AIP",50,3.70000000000005,18.6,-15.7,-1.19999999999993,"center_Right","center_Up","Right_Up"
"130",130,"AIP",27,47,873.5,521.7,488,"clockwise",0,447,831.3,530.6,47,0,854.6,529,832.3,540.4,-42.2,-22.3000000000001,"Crossed","Crossed","diverge","Contrasting",19.9,"AIP",50,-18.9,7.29999999999995,1,9.79999999999995,"center_Left","center_Up","Left_Up"
"131",131,"AIP",48,14,846,496.4,589,"clockwise",0,521,869.9,514.9,14,0,844.1,516.6,872,533.5,23.9,27.9,"Uncrossed","Uncrossed","diverge","Contrasting",4,"AIP",71,-1.89999999999998,20.2,2.10000000000002,18.6,"center_Right","center_Up","Right_Up"
"132",132,"AIP",48,15,863.5,497,634,"clockwise",0,551,896.1,513.5,15,0,853.6,506.8,876.3,526,32.6,22.6999999999999,"Uncrossed","Uncrossed","converge","Contrasting",-9.90000000000009,"AIP",71,-9.89999999999998,9.80000000000001,-19.8000000000001,12.5,"center_Right","center_Up","Right_Up"
"133",133,"AIP",48,16,810,520,783,"clockwise",0,685,840,543.4,16,0,815.9,529.4,847.7,543.3,30,31.8000000000001,"Uncrossed","Uncrossed","diverge","Contrasting",1.80000000000007,"AIP",71,5.89999999999998,9.39999999999998,7.70000000000005,-0.100000000000023,"center_Right","center_Up","Right_Up"
"134",134,"AIP",48,17,827.6,512.4,909,"clockwise",0,806,859.9,527.6,17,0,825.7,521.9,852.8,541.2,32.3,27.0999999999999,"Uncrossed","Uncrossed","converge","Contrasting",-5.20000000000005,"AIP",71,-1.89999999999998,9.5,-7.10000000000002,13.6,"center_Right","center_Up","Right_Up"
"135",135,"AIP",48,18,863.3,511.9,792,"clockwise",0,725,890.1,531.3,18,0,864.5,512.2,891.3,525.8,26.8000000000001,26.8,"Uncrossed","Uncrossed","converge","Contrasting",-1.13686837721616e-13,"AIP",71,1.20000000000005,0.300000000000068,1.19999999999993,-5.5,"center_Right","center_Up","Right_Up"
"136",136,"AIP",48,19,810,515.9,813,"clockwise",0,730,840.9,532.1,19,0,831.4,524.4,865.2,530.1,30.9,33.8000000000001,"Uncrossed","Uncrossed","diverge","Contrasting",2.90000000000009,"AIP",71,21.4,8.5,24.3000000000001,-2,"center_Right","center_Up","Right_Up"
"137",137,"AIP",48,20,839.9,521.4,753,"clockwise",0,650,874.2,525.1,19,0,853.5,507.8,884.4,518.1,34.3000000000001,30.9,"Uncrossed","Uncrossed","converge","Contrasting",-3.40000000000009,"AIP",71,13.6,-13.6,10.1999999999999,-7,"center_Right","center_Down","Right_Down"
"138",138,"AIP",48,21,867.7,505.4,519,"clockwise",0,440,898.8,519.3,19,0,867.8,501,888.8,513.9,31.0999999999999,21,"Uncrossed","Uncrossed","converge","Contrasting",-10.0999999999999,"AIP",71,0.0999999999999091,-4.39999999999998,-10,-5.39999999999998,"center_Right","center_Down","Right_Down"
"139",139,"AIP",48,22,850.6,504.7,482,"clockwise",0,420,871.5,518.5,20,0,849.1,509.6,874.8,517.2,20.9,25.6999999999999,"Uncrossed","Uncrossed","diverge","Contrasting",4.79999999999995,"AIP",71,-1.5,4.90000000000003,3.29999999999995,-1.29999999999995,"center_Right","center_Down","Right_Down"
"140",140,"AIP",48,23,815,517.6,618,"clockwise",0,530,846.1,525.7,21,0,815.9,518.6,844.4,525.8,31.1,28.5,"Uncrossed","Uncrossed","converge","Contrasting",-2.60000000000002,"AIP",71,0.899999999999977,1,-1.70000000000005,0.0999999999999091,"center_Right","center_Up","Right_Up"
"141",141,"AIP",48,24,852.2,517.6,773,"clockwise",0,670,878.8,523.5,22,0,846.6,517.2,865.8,522.2,26.5999999999999,19.1999999999999,"Uncrossed","Uncrossed","converge","Contrasting",-7.39999999999998,"AIP",71,-5.60000000000002,-0.399999999999977,-13,-1.29999999999995,"center_Right","center_Down","Right_Down"
"142",142,"AIP",48,25,825.8,522.9,843,"clockwise",0,708,845.5,527.1,23,0,833.1,513.5,844.8,525,19.7,11.6999999999999,"Uncrossed","Uncrossed","converge","Contrasting",-8.00000000000011,"AIP",71,7.30000000000007,-9.39999999999998,-0.700000000000045,-2.10000000000002,"center_Right","center_Down","Right_Down"
"143",143,"AIP",48,26,856.7,520.3,944,"clockwise",0,793,868.8,527.8,24,0,848.9,517.6,868.8,525,12.0999999999999,19.9,"Uncrossed","Uncrossed","diverge","Contrasting",7.80000000000007,"AIP",71,-7.80000000000007,-2.69999999999993,0,-2.79999999999995,"center_Right","center_Down","Right_Down"
"144",144,"AIP",48,27,829.5,520.3,852,"clockwise",0,719,850.2,531,25,0,859.9,515.3,862.6,526.4,20.7,2.70000000000005,"Uncrossed","Uncrossed","converge","Contrasting",-18,"AIP",71,30.4,-5,12.4,-4.60000000000002,"center_Right","center_Up","Right_Up"
"145",145,"AIP",48,28,857.9,488.2,527,"clockwise",0,459,894.6,512.6,26,0,844.4,505.4,861.7,521.2,36.7,17.3000000000001,"Uncrossed","Uncrossed","converge","Contrasting",-19.4,"AIP",71,-13.5,17.2,-32.9,8.60000000000002,"center_Right","center_Down","Right_Down"
"146",146,"AIP",48,29,865,502.9,532,"clockwise",0,470,877.1,520.7,26,0,863.9,525.8,877.9,536.9,12.1,14,"Uncrossed","Uncrossed","diverge","Contrasting",1.89999999999998,"AIP",71,-1.10000000000002,22.9,0.799999999999955,16.1999999999999,"center_Right","center_Up","Right_Up"
"147",147,"AIP",48,30,894.6,484.4,509,"clockwise",0,442,937.6,507.1,27,0,896.7,480,924.9,502.9,43,28.1999999999999,"Uncrossed","Uncrossed","converge","Contrasting",-14.8000000000001,"AIP",71,2.10000000000002,-4.39999999999998,-12.7,-4.20000000000005,"center_Right","center_Down","Right_Down"
"148",148,"AIP",48,31,873.4,484.9,532,"clockwise",0,466,893.2,506.2,28,0,875.1,486.1,884.6,509.8,19.8000000000001,9.5,"Uncrossed","Uncrossed","converge","Contrasting",-10.3000000000001,"AIP",71,1.70000000000005,1.20000000000005,-8.60000000000002,3.60000000000002,"center_Right","center_Down","Right_Down"
"149",149,"AIP",48,32,850.1,496.6,606,"clockwise",0,536,858.5,517.6,29,0,850,505.7,865.4,518.2,8.39999999999998,15.4,"Uncrossed","Uncrossed","diverge","Contrasting",7,"AIP",71,-0.100000000000023,9.09999999999997,6.89999999999998,0.600000000000023,"center_Right","center_Down","Right_Down"
"150",150,"AIP",48,33,868.3,507.7,584,"clockwise",0,519,882.1,524.2,29,0,855.8,510.7,874.8,528.9,13.8000000000001,19,"Uncrossed","Uncrossed","diverge","Contrasting",5.19999999999993,"AIP",71,-12.5,3,-7.30000000000007,4.69999999999993,"center_Right","center_Up","Right_Up"
"151",151,"AIP",48,34,836.7,508.1,538,"clockwise",0,464,859.5,522.7,29,0,839.8,505.2,861.6,522.6,22.8,21.8000000000001,"Uncrossed","Uncrossed","converge","Contrasting",-0.999999999999886,"AIP",71,3.09999999999991,-2.90000000000003,2.10000000000002,-0.100000000000023,"center_Right","center_Down","Right_Down"
"152",152,"AIP",48,35,859.1,506,537,"clockwise",0,467,879.3,526.9,30,0,833.3,521.2,864.1,530.3,20.1999999999999,30.8000000000001,"Uncrossed","Uncrossed","diverge","Contrasting",10.6000000000001,"AIP",71,-25.8000000000001,15.2,-15.1999999999999,3.39999999999998,"center_Right","center_Up","Right_Up"
"153",153,"AIP",48,36,849.3,514.1,513,"clockwise",0,444,881.7,531.2,31,0,831.1,507,865,523.4,32.4000000000001,33.9,"Uncrossed","Uncrossed","diverge","Contrasting",1.49999999999989,"AIP",71,-18.1999999999999,-7.10000000000002,-16.7,-7.80000000000007,"center_Right","center_Down","Right_Down"
"154",154,"AIP",48,37,812.4,515.4,697,"clockwise",0,613,845.3,529,32,0,839.6,500.8,866.9,518.3,32.9,27.3,"Uncrossed","Uncrossed","converge","Contrasting",-5.60000000000002,"AIP",71,27.2,-14.6,21.6,-10.7,"center_Right","center_Down","Right_Down"
"155",155,"AIP",48,38,859.6,504,647,"clockwise",0,578,883.2,520.8,32,0,854.1,525.4,860.6,541.7,23.6,6.5,"Uncrossed","Uncrossed","converge","Contrasting",-17.1,"AIP",71,-5.5,21.4,-22.6,20.9000000000001,"center_Right","center_Up","Right_Up"
"156",156,"AIP",48,39,829.8,529.5,484,"clockwise",0,415,870.3,528,33,0,857.1,508.7,874.6,524.5,40.5,17.5,"Uncrossed","Uncrossed","converge","Contrasting",-23,"AIP",71,27.3000000000001,-20.8,4.30000000000007,-3.5,"center_Right","center_Down","Right_Down"
"157",157,"AIP",48,40,834,506.4,488,"clockwise",0,428,859.2,523.3,33,0,837.4,501.6,862.8,519.8,25.2,25.4,"Uncrossed","Uncrossed","diverge","Contrasting",0.199999999999932,"AIP",71,3.39999999999998,-4.79999999999995,3.59999999999991,-3.5,"center_Right","center_Down","Right_Down"
"158",158,"AIP",48,41,857.1,501.1,515,"clockwise",0,448,878.8,520.1,33,0,852.2,513.8,877.3,521.7,21.6999999999999,25.0999999999999,"Uncrossed","Uncrossed","diverge","Contrasting",3.39999999999998,"AIP",71,-4.89999999999998,12.6999999999999,-1.5,1.60000000000002,"center_Right","center_Down","Right_Down"
"159",159,"AIP",48,42,833.2,517.5,577,"clockwise",0,506,857.8,526.1,34,0,835.5,516.8,860.2,528.7,24.5999999999999,24.7,"Uncrossed","Uncrossed","diverge","Contrasting",0.100000000000136,"AIP",71,2.29999999999995,-0.700000000000045,2.40000000000009,2.60000000000002,"center_Right","center_Up","Right_Up"
"160",160,"AIP",48,43,863.4,515.9,611,"clockwise",0,539,886.1,528,35,0,851,513.5,875.9,525.8,22.7,24.9,"Uncrossed","Uncrossed","diverge","Contrasting",2.19999999999993,"AIP",71,-12.4,-2.39999999999998,-10.2,-2.20000000000005,"center_Right","center_Up","Right_Up"
"161",161,"AIP",48,44,835.3,513.1,616,"clockwise",0,540,864.6,524,35,0,839.3,506.4,865.1,520.7,29.3000000000001,25.8000000000001,"Uncrossed","Uncrossed","converge","Contrasting",-3.5,"AIP",71,4,-6.70000000000005,0.5,-3.29999999999995,"center_Right","center_Down","Right_Down"
"162",162,"AIP",48,45,873.6,506.5,610,"clockwise",0,532,894.4,519.5,36,0,860.3,506.2,881,521.4,20.8,20.7,"Uncrossed","Uncrossed","converge","Contrasting",-0.0999999999999091,"AIP",71,-13.3000000000001,-0.300000000000011,-13.4,1.89999999999998,"center_Right","center_Down","Right_Down"
"163",163,"AIP",48,46,844.7,509.4,607,"clockwise",0,536,867.2,523.7,36,0,826.2,515.8,856.7,528,22.5,30.5,"Uncrossed","Uncrossed","diverge","Contrasting",8,"AIP",71,-18.5,6.39999999999998,-10.5,4.29999999999995,"center_Right","center_Up","Right_Up"
"164",164,"AIP",48,47,850.2,512.6,671,"clockwise",0,593,879.3,529,38,0,844.1,514.6,863.4,527.7,29.0999999999999,19.3,"Uncrossed","Uncrossed","converge","Contrasting",-9.79999999999995,"AIP",71,-6.10000000000002,2,-15.9,-1.29999999999995,"center_Right","center_Up","Right_Up"
"165",165,"AIP",48,48,823.4,516.3,697,"clockwise",0,623,843.6,526.2,39,0,832.9,514.1,850.5,527.5,20.2,17.6,"Uncrossed","Uncrossed","converge","Contrasting",-2.60000000000002,"AIP",71,9.5,-2.19999999999993,6.89999999999998,1.29999999999995,"center_Right","center_Up","Right_Up"
"166",166,"AIP",48,49,852.2,513.2,694,"clockwise",0,620,868.7,529.4,40,0,843.8,519.3,869.7,526.1,16.5,25.9000000000001,"Uncrossed","Uncrossed","diverge","Contrasting",9.40000000000009,"AIP",71,-8.40000000000009,6.09999999999991,1,-3.29999999999995,"center_Right","center_Up","Right_Up"
"167",167,"AIP",48,50,827.6,520.5,657,"clockwise",0,565,856,528.6,40,0,840.2,517.1,866,527.9,28.4,25.8,"Uncrossed","Uncrossed","converge","Contrasting",-2.60000000000002,"AIP",71,12.6,-3.39999999999998,10,-0.700000000000045,"center_Right","center_Up","Right_Up"
"168",168,"AIP",48,51,857.5,519.1,585,"clockwise",0,502,881.8,533.7,41,0,838.7,518.1,865.7,531,24.3,27,"Uncrossed","Uncrossed","diverge","Contrasting",2.70000000000005,"AIP",71,-18.8,-1,-16.0999999999999,-2.70000000000005,"center_Right","center_Up","Right_Up"
