"","X1","RECORDING_SESSION_LABEL","Trial_Index_","LEFT_FIX_INDEX","LEFT_FIX_START_X","LEFT_FIX_START_Y","LEFT_PUPIL_SIZE","spiral_type","LEFT_IN_SACCADE","RIGHT_PUPIL_SIZE","RIGHT_FIX_START_X","RIGHT_FIX_START_Y","RIGHT_FIX_INDEX","RIGHT_IN_SACCADE","LEFT_FIX_END_X","LEFT_FIX_END_Y","RIGHT_FIX_END_X","RIGHT_FIX_END_Y","Disparity_Start","Disparity_End","DisparityType_Start","DisparityType_End","Fixation_disparity","Spiral_num","Disparity_change","ID","Trial","LEFT_travelX","LEFT_travelY","RIGHT_travelX","RIGHT_travelY","X_direction","Y_direction","XY_direction"
"2348",2358,"SDt",29,9,829.3,552,1100,"clockwise",0,929,825.2,562.1,9,0,840,505.4,825.1,551.8,-4.09999999999991,-14.9,"Crossed","Crossed","converge","Contrasting",-10.8000000000001,"SDt",29,10.7,-46.6,-0.100000000000023,-10.3000000000001,"center_Left","center_Up","Left_Up"
"2349",2359,"SDt",50,10,833,507.8,886,"clockwise",0,666,883.6,535.9,10,0,853.3,485.7,867,539.1,50.6,13.7,"Uncrossed","Uncrossed","converge","Contrasting",-36.9,"SDt",50,20.3,-22.1,-16.6,3.20000000000005,"center_Right","center_Up","Right_Up"
"2350",2360,"SDt",50,11,845.8,457.3,616,"clockwise",0,502,898.2,486.8,11,0,849,463.3,879.5,508.2,52.4000000000001,30.5,"Uncrossed","Uncrossed","converge","Contrasting",-21.9000000000001,"SDt",50,3.20000000000005,6,-18.7,21.4,"center_Right","center_Down","Right_Down"
"2351",2361,"SDt",50,12,873.7,471.5,619,"clockwise",0,509,905.9,521.1,12,0,854,469.6,876.6,522.5,32.1999999999999,22.6,"Uncrossed","Uncrossed","converge","Contrasting",-9.59999999999991,"SDt",50,-19.7,-1.89999999999998,-29.3,1.39999999999998,"center_Right","center_Down","Right_Down"
"2352",2362,"SDt",50,13,837.4,472.6,704,"clockwise",0,574,857.8,525.5,13,0,845.5,463.2,867.9,526.6,20.4,22.4,"Uncrossed","Uncrossed","diverge","Contrasting",2,"SDt",50,8.10000000000002,-9.40000000000003,10.1,1.10000000000002,"center_Right","center_Up","Right_Up"
"2353",2363,"SDt",50,14,864.2,470.2,670,"clockwise",0,557,887.2,534.9,14,0,827,471.7,855.7,524.6,23,28.7,"Uncrossed","Uncrossed","diverge","Contrasting",5.70000000000005,"SDt",50,-37.2,1.5,-31.5,-10.3,"center_Right","center_Down","Right_Down"
"2354",2364,"SDt",50,15,848,467.8,701,"clockwise",0,569,879.7,523.3,15,0,836.2,493.9,848.8,567,31.7,12.5999999999999,"Uncrossed","Uncrossed","converge","Contrasting",-19.1000000000001,"SDt",50,-11.8,26.1,-30.9000000000001,43.7,"center_Right","center_Up","Right_Up"
"2355",2365,"SDt",50,16,874.2,467.5,648,"clockwise",0,542,899.5,520.8,16,0,848.7,461.3,868.3,513.1,25.3,19.5999999999999,"Uncrossed","Uncrossed","converge","Contrasting",-5.70000000000005,"SDt",50,-25.5,-6.19999999999999,-31.2,-7.69999999999993,"center_Right","center_Down","Right_Down"
"2356",2366,"SDt",50,17,866.8,468.4,656,"clockwise",0,534,887.6,520.4,18,0,838.4,475.4,866.6,528.7,20.8000000000001,28.2,"Uncrossed","Uncrossed","diverge","Contrasting",7.39999999999998,"SDt",50,-28.4,7,-21,8.30000000000007,"center_Right","center_Up","Right_Up"
"2357",2367,"SDt",50,18,852.7,480.2,791,"clockwise",0,659,880.7,534.8,19,0,876.3,469.2,881.6,520.8,28,5.30000000000007,"Uncrossed","Uncrossed","converge","Contrasting",-22.6999999999999,"SDt",50,23.5999999999999,-11,0.899999999999977,-14,"center_Right","center_Down","Right_Down"
"2358",2368,"SDt",50,19,855.4,467.8,553,"clockwise",0,449,867,517.1,20,0,873.5,471.1,883.4,522.6,11.6,9.89999999999998,"Uncrossed","Uncrossed","converge","Contrasting",-1.70000000000005,"SDt",50,18.1,3.30000000000001,16.4,5.5,"center_Right","center_Down","Right_Down"
"2359",2369,"SDt",50,20,850.7,472.5,542,"clockwise",0,440,862.2,522.6,23,0,811.4,458.2,819.1,516.3,11.5,7.70000000000005,"Uncrossed","Uncrossed","converge","Contrasting",-3.79999999999995,"SDt",50,-39.3000000000001,-14.3,-43.1,-6.30000000000007,"center_Left","center_Down","Left_Down"
"2360",2370,"SDt",50,21,834,462.3,512,"clockwise",0,438,846.3,526.9,24,0,835,464.8,850.9,527.6,12.3,15.9,"Uncrossed","Uncrossed","diverge","Contrasting",3.60000000000002,"SDt",50,1,2.5,4.60000000000002,0.700000000000045,"center_Right","center_Up","Right_Up"
"2361",2371,"SDt",50,22,864.7,465.7,510,"clockwise",0,437,872.9,527.8,24,0,848,459.7,860,523.9,8.19999999999993,12,"Uncrossed","Uncrossed","diverge","Contrasting",3.80000000000007,"SDt",50,-16.7,-6,-12.9,-3.89999999999998,"center_Right","center_Down","Right_Down"
"2362",2372,"SDt",50,23,880.4,466.8,491,"clockwise",0,416,886.1,531.9,25,0,875,451.1,883,509.8,5.70000000000005,8,"Uncrossed","Uncrossed","diverge","Contrasting",2.29999999999995,"SDt",50,-5.39999999999998,-15.7,-3.10000000000002,-22.1,"center_Right","center_Down","Right_Down"
"2363",2373,"SDt",50,24,890.5,455.9,458,"clockwise",0,391,895.1,512.2,25,0,849.2,453.6,871.9,514.7,4.60000000000002,22.6999999999999,"Uncrossed","Uncrossed","diverge","Contrasting",18.0999999999999,"SDt",50,-41.3,-2.29999999999995,-23.2,2.5,"center_Right","center_Down","Right_Down"
"2364",2374,"SDt",50,25,865.2,462,510,"clockwise",0,434,881,522,25,0,853.3,454.3,867.2,516.8,15.8,13.9000000000001,"Uncrossed","Uncrossed","converge","Contrasting",-1.89999999999986,"SDt",50,-11.9000000000001,-7.69999999999999,-13.8,-5.20000000000005,"center_Right","center_Down","Right_Down"
"2365",2375,"SDt",50,26,891,453.6,516,"clockwise",0,425,897.8,519.3,26,0,889.9,436.7,899.4,487.9,6.79999999999995,9.5,"Uncrossed","Uncrossed","diverge","Contrasting",2.70000000000005,"SDt",50,-1.10000000000002,-16.9,1.60000000000002,-31.4,"center_Right","center_Down","Right_Down"
"2366",2376,"SDt",50,27,875.4,440.5,533,"clockwise",0,436,886.7,490.5,26,0,874.4,527.6,847.8,586.1,11.3000000000001,-26.6,"Uncrossed","Crossed","converge","Contrasting",-37.9000000000001,"SDt",50,-1,87.1,-38.9000000000001,95.6,"center_Right","center_Up","Right_Up"
"2367",2377,"SDt",50,28,874.6,458.4,543,"clockwise",0,453,891.6,528.4,29,0,893.9,475.2,865.3,555.3,17,-28.6,"Uncrossed","Crossed","converge","Contrasting",-45.6,"SDt",50,19.3,16.8,-26.3000000000001,26.9,"center_Right","center_Up","Right_Up"
"2368",2378,"SDt",50,29,905.2,451.6,541,"clockwise",0,457,895.3,538,30,0,858.3,434.7,883.5,496.6,-9.90000000000009,25.2,"Crossed","Uncrossed","diverge","Contrasting",35.1000000000001,"SDt",50,-46.9000000000001,-16.9,-11.8,-41.4,"center_Right","center_Down","Right_Down"
"2369",2379,"SDt",50,30,873.6,439.8,514,"clockwise",0,421,892.8,503.7,30,0,881.1,474,881.8,528.2,19.1999999999999,0.699999999999932,"Uncrossed","Uncrossed","converge","Contrasting",-18.5,"SDt",50,7.5,34.2,-11,24.5000000000001,"center_Right","center_Up","Right_Up"
"2370",2380,"SDt",50,31,866.7,475.9,555,"clockwise",0,459,875,526.7,30,0,864.7,479,862.9,533.7,8.29999999999995,-1.80000000000007,"Uncrossed","Crossed","converge","Contrasting",-10.1,"SDt",50,-2,3.10000000000002,-12.1,7,"center_Right","center_Up","Right_Up"
"2371",2381,"SDt",50,32,926.1,416.6,555,"clockwise",0,460,936.5,490.9,31,0,799.2,468.9,920,536.9,10.4,120.8,"Uncrossed","Uncrossed","diverge","Contrasting",110.4,"SDt",50,-126.9,52.3,-16.5,46,"center_Right","center_Up","Right_Up"
"2372",2382,"SDt",50,33,786.4,490.8,366,"clockwise",0,335,922.9,536.7,31,0,767,476,938.1,532,136.5,171.1,"Uncrossed","Uncrossed","diverge","Contrasting",34.6,"SDt",50,-19.4,-14.8,15.2,-4.70000000000005,"center_Right","center_Up","Right_Up"
"2373",2383,"SDt",50,34,768,447.7,380,"clockwise",0,331,941.9,528.6,31,0,874.5,474.1,922.1,565.2,173.9,47.6,"Uncrossed","Uncrossed","converge","Contrasting",-126.3,"SDt",50,106.5,26.4,-19.8,36.6,"center_Right","center_Up","Right_Up"
"2374",2384,"SDt",50,9,740.5,504.9,978,"clockwise",0,723,788.2,526.5,9,0,743.1,502,786.3,531.4,47.7,43.1999999999999,"Uncrossed","Uncrossed","converge","Contrasting",-4.50000000000011,"SDt",50,2.60000000000002,-2.89999999999998,-1.90000000000009,4.89999999999998,"center_Left","center_Up","Left_Up"
"2375",2385,"SDt",71,14,800.6,476.2,917,"clockwise",0,730,846,497.8,14,0,799.1,480.8,844,497.9,45.4,44.9,"Uncrossed","Uncrossed","converge","Contrasting",-0.5,"SDt",71,-1.5,4.60000000000002,-2,0.0999999999999659,"center_Right","center_Down","Right_Down"
"2376",2386,"SDt",71,15,794.5,497.6,952,"clockwise",0,748,836.7,515,15,0,800.4,487.5,853.7,519.4,42.2,53.3000000000001,"Uncrossed","Uncrossed","diverge","Contrasting",11.1,"SDt",71,5.89999999999998,-10.1,17,4.39999999999998,"center_Right","center_Down","Right_Down"
"2377",2387,"SDt",71,16,767,490.4,877,"clockwise",0,738,826.3,523.6,16,0,772.3,490.9,831.8,520.3,59.3,59.5,"Uncrossed","Uncrossed","diverge","Contrasting",0.200000000000045,"SDt",71,5.29999999999995,0.5,5.5,-3.30000000000007,"center_Left","center_Down","Left_Down"
"2378",2388,"SDt",71,17,806.5,498.4,870,"clockwise",0,745,855.2,526.8,17,0,795,482.2,856.2,510.8,48.7,61.2,"Uncrossed","Uncrossed","diverge","Contrasting",12.5,"SDt",71,-11.5,-16.2,1,-15.9999999999999,"center_Right","center_Down","Right_Down"
"2379",2389,"SDt",71,18,778.1,482.7,866,"clockwise",0,705,843.2,510.9,17,0,789.5,476.1,845.7,507.8,65.1,56.2,"Uncrossed","Uncrossed","converge","Contrasting",-8.89999999999998,"SDt",71,11.4,-6.59999999999997,2.5,-3.09999999999997,"center_Right","center_Down","Right_Down"
"2380",2390,"SDt",71,19,772.4,480.9,989,"clockwise",0,835,832.4,512,17,0,787.5,486.9,838.8,508.1,60,51.3,"Uncrossed","Uncrossed","converge","Contrasting",-8.70000000000005,"SDt",71,15.1,6,6.39999999999998,-3.89999999999998,"center_Left","center_Down","Left_Down"
"2381",2391,"SDt",71,20,817.8,497.3,909,"clockwise",0,725,861.5,526,18,0,812.5,500.4,849.6,516.7,43.7,37.1,"Uncrossed","Uncrossed","converge","Contrasting",-6.60000000000002,"SDt",71,-5.29999999999995,3.09999999999997,-11.9,-9.29999999999995,"center_Right","center_Down","Right_Down"
"2382",2392,"SDt",71,21,796.9,503.8,923,"clockwise",0,740,838,517.8,18,0,793.3,509.3,853.1,515.7,41.1,59.8000000000001,"Uncrossed","Uncrossed","diverge","Contrasting",18.7,"SDt",71,-3.60000000000002,5.5,15.1,-2.09999999999991,"center_Right","center_Down","Right_Down"
"2383",2393,"SDt",71,22,773.5,510.3,1053,"clockwise",0,856,840.6,514.7,18,0,781.1,500.3,839.4,515.4,67.1,58.3,"Uncrossed","Uncrossed","converge","Contrasting",-8.80000000000007,"SDt",71,7.60000000000002,-10,-1.20000000000005,0.699999999999932,"center_Left","center_Down","Left_Down"
"2384",2394,"SDt",71,23,754,503.1,1042,"clockwise",0,858,819.7,512.6,19,0,762.1,498.7,830.4,514.8,65.7,68.3,"Uncrossed","Uncrossed","diverge","Contrasting",2.59999999999991,"SDt",71,8.10000000000002,-4.40000000000003,10.6999999999999,2.19999999999993,"center_Left","center_Down","Left_Down"
"2385",2395,"SDt",71,24,781.4,496.9,975,"clockwise",0,781,846.6,517.2,19,0,778.7,495.9,838.4,509.5,65.2,59.6999999999999,"Uncrossed","Uncrossed","converge","Contrasting",-5.50000000000011,"SDt",71,-2.69999999999993,-1,-8.20000000000005,-7.70000000000005,"center_Left","center_Down","Left_Down"
"2386",2396,"SDt",71,25,759.1,501.2,936,"clockwise",0,766,822.4,510.9,19,0,766.9,502.7,826.7,509.5,63.3,59.8000000000001,"Uncrossed","Uncrossed","converge","Contrasting",-3.49999999999989,"SDt",71,7.79999999999995,1.5,4.30000000000007,-1.39999999999998,"center_Left","center_Down","Left_Down"
"2387",2397,"SDt",71,26,794.1,505.7,970,"clockwise",0,805,846.1,519.4,20,0,787.1,484.4,850.7,507.9,52,63.6,"Uncrossed","Uncrossed","diverge","Contrasting",11.6,"SDt",71,-7,-21.3,4.60000000000002,-11.5,"center_Right","center_Down","Right_Down"
"2388",2398,"SDt",71,27,742.9,492.9,974,"clockwise",0,830,820.6,511.3,21,0,755.4,489,827.8,507.5,77.7,72.4,"Uncrossed","Uncrossed","converge","Contrasting",-5.30000000000007,"SDt",71,12.5,-3.89999999999998,7.19999999999993,-3.80000000000001,"center_Left","center_Down","Left_Down"
"2389",2399,"SDt",71,28,788.5,492.2,1022,"clockwise",0,873,853.1,513.6,22,0,814.8,545.8,835.4,548.4,64.6,20.6,"Uncrossed","Uncrossed","converge","Contrasting",-44,"SDt",71,26.3,53.6,-17.7,34.8,"center_Left","center_Up","Left_Up"
"2390",2400,"SDt",71,29,805.8,497.8,1162,"clockwise",0,922,849.1,525.3,23,0,815.5,489,852,496,43.3000000000001,36.5,"Uncrossed","Uncrossed","converge","Contrasting",-6.80000000000007,"SDt",71,9.70000000000005,-8.80000000000001,2.89999999999998,-29.3,"center_Right","center_Down","Right_Down"
"2391",2401,"SDt",71,30,790.8,503.3,1099,"clockwise",0,844,831.8,513.1,24,0,791.5,497.4,843.6,512.3,41,52.1,"Uncrossed","Uncrossed","diverge","Contrasting",11.1,"SDt",71,0.700000000000045,-5.90000000000003,11.8000000000001,-0.800000000000068,"center_Right","center_Down","Right_Down"
"2392",2402,"SDt",71,31,763.1,504.1,968,"clockwise",0,743,820.4,519.2,25,0,766.7,495.9,829.4,518.8,57.3,62.6999999999999,"Uncrossed","Uncrossed","diverge","Contrasting",5.39999999999998,"SDt",71,3.60000000000002,-8.20000000000005,9,-0.400000000000091,"center_Left","center_Down","Left_Down"
"2393",2403,"SDt",71,32,806.7,497.9,889,"clockwise",0,688,859.3,525.1,26,0,795.3,492.5,850.4,526.2,52.5999999999999,55.1,"Uncrossed","Uncrossed","diverge","Contrasting",2.50000000000011,"SDt",71,-11.4000000000001,-5.39999999999998,-8.89999999999998,1.10000000000002,"center_Right","center_Up","Right_Up"
"2394",2404,"SDt",71,33,774,496.1,809,"clockwise",0,628,834,526,26,0,787.6,457,843.1,486.5,60,55.5,"Uncrossed","Uncrossed","converge","Contrasting",-4.5,"SDt",71,13.6,-39.1,9.10000000000002,-39.5,"center_Right","center_Down","Right_Down"
"2395",2405,"SDt",71,34,810.2,457.4,651,"clockwise",0,527,853.4,493.8,26,0,801.5,450.3,856.4,484.6,43.1999999999999,54.9,"Uncrossed","Uncrossed","diverge","Contrasting",11.7,"SDt",71,-8.70000000000005,-7.09999999999997,3,-9.19999999999999,"center_Right","center_Down","Right_Down"
"2396",2406,"SDt",71,35,785.9,458.6,638,"clockwise",0,510,843.4,492.8,26,0,782.4,451.7,846.7,487.6,57.5,64.3000000000001,"Uncrossed","Uncrossed","diverge","Contrasting",6.80000000000007,"SDt",71,-3.5,-6.90000000000003,3.30000000000007,-5.19999999999999,"center_Right","center_Down","Right_Down"
"2397",2407,"SDt",71,36,811.9,457.8,626,"clockwise",0,506,864.3,499,27,0,803.8,453.6,855.4,492.6,52.4,51.6,"Uncrossed","Uncrossed","converge","Contrasting",-0.799999999999955,"SDt",71,-8.10000000000002,-4.19999999999999,-8.89999999999998,-6.39999999999998,"center_Right","center_Down","Right_Down"
"2398",2408,"SDt",71,37,785.2,461.5,624,"clockwise",0,501,844.6,492.8,27,0,811,460.4,852.5,500,59.4,41.5,"Uncrossed","Uncrossed","converge","Contrasting",-17.9,"SDt",71,25.8,-1.10000000000002,7.89999999999998,7.19999999999999,"center_Right","center_Down","Right_Down"
"2399",2409,"SDt",71,38,791,467.9,617,"clockwise",0,497,842.3,505.5,27,0,838.3,459.9,841.9,503.6,51.3,3.60000000000002,"Uncrossed","Uncrossed","converge","Contrasting",-47.6999999999999,"SDt",71,47.3,-8,-0.399999999999977,-1.89999999999998,"center_Right","center_Down","Right_Down"
"2400",2410,"SDt",71,39,813.7,459.8,540,"clockwise",0,433,832,502.8,27,0,833.7,485.9,767.2,542.5,18.3,-66.5,"Uncrossed","Crossed","converge","Contrasting",-84.8,"SDt",71,20,26.1,-64.8,39.7,"center_Left","center_Up","Left_Up"
"2401",2411,"SDt",71,40,825.5,421.5,531,"clockwise",0,443,752.9,493.7,28,0,957,440,627,513.2,-72.6,-330,"Crossed","Crossed","converge","Contrasting",-257.4,"SDt",71,131.5,18.5,-125.9,19.5000000000001,"center_Left","center_Down","Left_Down"
"2402",2412,"SDt",71,41,980.7,443.8,445,"clockwise",0,371,659.8,516,30,0,841.6,456.3,640,503.3,-320.9,-201.6,"Crossed","Crossed","diverge","Contrasting",119.3,"SDt",71,-139.1,12.5,-19.8,-12.7,"center_Left","center_Down","Left_Down"
"2403",2413,"SDt",71,42,887.5,452.2,404,"clockwise",0,337,716.7,496.1,31,0,834.3,447.9,737.5,500,-170.8,-96.8,"Crossed","Crossed","diverge","Contrasting",74,"SDt",71,-53.2,-4.30000000000001,20.8,3.89999999999998,"center_Left","center_Down","Left_Down"
"2404",2414,"SDt",71,43,878.7,453.5,420,"clockwise",0,354,793.2,511.7,32,0,849.3,448.4,794.2,501.6,-85.5,-55.0999999999999,"Crossed","Crossed","diverge","Contrasting",30.4000000000001,"SDt",71,-29.4000000000001,-5.10000000000002,1,-10.1,"center_Left","center_Down","Left_Down"
"2405",2415,"SDt",71,44,818.8,448.3,448,"clockwise",0,376,774.2,500.4,33,0,822,442.9,808.4,501.3,-44.5999999999999,-13.6,"Crossed","Crossed","diverge","Contrasting",30.9999999999999,"SDt",71,3.20000000000005,-5.40000000000003,34.1999999999999,0.900000000000034,"center_Left","center_Down","Left_Down"
"2406",2416,"SDt",71,45,847.6,446.6,462,"clockwise",0,392,837.2,507.2,34,0,839.9,450.7,846.2,513.9,-10.4,6.30000000000007,"Crossed","Uncrossed","diverge","Contrasting",16.7,"SDt",71,-7.70000000000005,4.09999999999997,9,6.69999999999999,"center_Right","center_Down","Right_Down"
"2407",2417,"SDt",71,46,819.4,453.2,484,"clockwise",0,413,821.1,508.1,35,0,818.3,457.7,835.8,522.8,1.70000000000005,17.5,"Uncrossed","Uncrossed","diverge","Contrasting",15.8,"SDt",71,-1.10000000000002,4.5,14.6999999999999,14.6999999999999,"center_Left","center_Down","Left_Down"
"2408",2418,"SDt",71,47,845.7,459.7,515,"clockwise",0,440,865.9,528.3,36,0,841.7,464,865.1,525.8,20.1999999999999,23.4,"Uncrossed","Uncrossed","diverge","Contrasting",3.20000000000005,"SDt",71,-4,4.30000000000001,-0.799999999999955,-2.5,"center_Right","center_Up","Right_Up"
"2409",2419,"SDt",71,48,813.5,460,561,"clockwise",0,474,839.5,517.1,37,0,823.8,501.2,833.5,538.6,26,9.70000000000005,"Uncrossed","Uncrossed","converge","Contrasting",-16.3,"SDt",71,10.3,41.2,-6,21.5,"center_Left","center_Up","Left_Up"
"2410",2420,"SDt",71,49,850.7,437,600,"clockwise",0,507,847,506.6,38,0,844.2,461.8,824.3,524.6,-3.70000000000005,-19.9000000000001,"Crossed","Crossed","converge","Contrasting",-16.2,"SDt",71,-6.5,24.8,-22.7,18,"center_Left","center_Down","Left_Down"
"2411",2421,"SDt",71,50,883.2,431.6,611,"clockwise",0,509,903.2,479.7,39,0,825.2,432.8,867.3,469.2,20,42.0999999999999,"Uncrossed","Uncrossed","diverge","Contrasting",22.0999999999999,"SDt",71,-58,1.19999999999999,-35.9000000000001,-10.5,"center_Right","center_Down","Right_Down"
"2412",2422,"SDt",71,51,794.9,448.1,667,"clockwise",0,536,833.2,488.4,40,0,799.6,451.3,830,495.4,38.3000000000001,30.4,"Uncrossed","Uncrossed","converge","Contrasting",-7.90000000000009,"SDt",71,4.70000000000005,3.19999999999999,-3.20000000000005,7,"center_Left","center_Down","Left_Down"
"2413",2423,"SDt",71,52,826,459.4,678,"clockwise",0,542,876.5,500.6,41,0,822.9,466.2,857.3,497.5,50.5,34.4,"Uncrossed","Uncrossed","converge","Contrasting",-16.1,"SDt",71,-3.10000000000002,6.80000000000001,-19.2,-3.10000000000002,"center_Right","center_Down","Right_Down"
"2414",2424,"SDt",71,53,797.7,476.6,671,"clockwise",0,533,827.9,508.5,42,0,810.9,465.8,847.5,511.4,30.1999999999999,36.6,"Uncrossed","Uncrossed","diverge","Contrasting",6.40000000000009,"SDt",71,13.1999999999999,-10.8,19.6,2.89999999999998,"center_Right","center_Down","Right_Down"
"2415",2425,"SR",1,27,825.5,551.5,801,"clockwise",0,775,736.7,554.2,28,0,826.5,559.9,736.3,561.8,-88.8,-90.2,"Crossed","Crossed","converge","Contrasting",-1.40000000000009,"SR",1,1,8.39999999999998,-0.400000000000091,7.59999999999991,"center_Left","center_Up","Left_Up"
"2416",2426,"SR",1,28,862.1,522.9,771,"clockwise",0,744,777.4,528.6,29,0,878.8,542.5,773.4,550.3,-84.7,-105.4,"Crossed","Crossed","converge","Contrasting",-20.6999999999999,"SR",1,16.6999999999999,19.6,-4,21.6999999999999,"center_Left","center_Up","Left_Up"
"2417",2427,"SR",1,29,865.2,530.8,800,"clockwise",0,751,757.5,535.4,29,0,875.8,531.5,766,540,-107.7,-109.8,"Crossed","Crossed","converge","Contrasting",-2.09999999999991,"SR",1,10.5999999999999,0.700000000000045,8.5,4.60000000000002,"center_Left","center_Up","Left_Up"
"2418",2428,"SR",1,30,860,532.3,803,"clockwise",0,761,763.7,545.2,30,0,861,528.7,784.7,532.8,-96.3,-76.3,"Crossed","Crossed","diverge","Contrasting",20,"SR",1,1,-3.59999999999991,21,-12.4000000000001,"center_Left","center_Up","Left_Up"
"2419",2429,"SR",1,31,841.8,520.3,787,"clockwise",0,751,767.1,518.9,31,0,847.2,520.2,792.2,525.5,-74.6999999999999,-55,"Crossed","Crossed","diverge","Contrasting",19.6999999999999,"SR",1,5.40000000000009,-0.0999999999999091,25.1,6.60000000000002,"center_Left","center_Up","Left_Up"
"2420",2430,"SR",1,32,825.5,511.5,949,"clockwise",0,924,768.4,510.6,32,0,856.5,526,794.7,527.3,-57.1,-61.8,"Crossed","Crossed","converge","Contrasting",-4.69999999999993,"SR",1,31,14.5,26.3000000000001,16.6999999999999,"center_Left","center_Up","Left_Up"
"2421",2431,"SR",1,33,837.9,518.5,857,"clockwise",0,847,778.9,516.4,33,0,879.1,537.4,791.5,541.9,-59,-87.6,"Crossed","Crossed","converge","Contrasting",-28.6,"SR",1,41.2,18.9,12.6,25.5,"center_Left","center_Up","Left_Up"
"2422",2432,"SR",1,34,859.3,520.3,752,"clockwise",0,745,771.4,512,34,0,875.6,530.2,799.3,525.2,-87.9,-76.3000000000001,"Crossed","Crossed","diverge","Contrasting",11.5999999999999,"SR",1,16.3000000000001,9.90000000000009,27.9,13.2,"center_Left","center_Up","Left_Up"
"2423",2433,"SR",1,35,842.9,520.9,753,"clockwise",0,729,769.1,510.5,35,0,878,539.9,798.8,538.6,-73.8,-79.2,"Crossed","Crossed","converge","Contrasting",-5.40000000000009,"SR",1,35.1,19,29.6999999999999,28.1,"center_Left","center_Up","Left_Up"
"2424",2434,"SR",1,36,853.9,511.3,778,"clockwise",0,777,776.1,506.3,36,0,867.5,516.5,799.7,515.2,-77.8,-67.8,"Crossed","Crossed","diverge","Contrasting",10,"SR",1,13.6,5.19999999999999,23.6,8.90000000000003,"center_Left","center_Down","Left_Down"
"2425",2435,"SR",1,37,842.9,513.5,821,"clockwise",0,841,778.1,508.8,37,0,862.6,520.6,793.8,518.5,-64.8,-68.8000000000001,"Crossed","Crossed","converge","Contrasting",-4.00000000000011,"SR",1,19.7,7.10000000000002,15.6999999999999,9.69999999999999,"center_Left","center_Down","Left_Down"
"2426",2436,"SR",1,38,847,509.2,798,"clockwise",0,804,781.5,503.4,38,0,862.6,516.7,796.6,518,-65.5,-66,"Crossed","Crossed","converge","Contrasting",-0.5,"SR",1,15.6,7.50000000000006,15.1,14.6,"center_Left","center_Down","Left_Down"
"2427",2437,"SR",1,39,843.6,504.7,859,"clockwise",0,845,778.9,500.4,39,0,878.7,521.2,794.8,523.9,-64.7,-83.9000000000001,"Crossed","Crossed","converge","Contrasting",-19.2,"SR",1,35.1,16.5000000000001,15.9,23.5,"center_Left","center_Down","Left_Down"
"2428",2438,"SR",1,40,855.4,527.4,812,"clockwise",0,818,773.6,521.3,40,0,875,524.2,789.1,526.8,-81.8,-85.9,"Crossed","Crossed","converge","Contrasting",-4.10000000000002,"SR",1,19.6,-3.19999999999993,15.5,5.5,"center_Left","center_Up","Left_Up"
"2429",2439,"SR",1,41,855.7,515.1,749,"clockwise",0,753,771.9,516.1,41,0,870.7,522.5,793.2,522.9,-83.8000000000001,-77.5,"Crossed","Crossed","diverge","Contrasting",6.30000000000007,"SR",1,15,7.39999999999998,21.3000000000001,6.79999999999995,"center_Left","center_Down","Left_Down"
"2430",2440,"SR",1,42,848.9,521.5,831,"clockwise",0,805,774.7,515.9,42,0,873.3,527.1,790.3,527.3,-74.1999999999999,-83,"Crossed","Crossed","converge","Contrasting",-8.80000000000007,"SR",1,24.4,5.60000000000002,15.5999999999999,11.4,"center_Left","center_Up","Left_Up"
"2431",2441,"SR",1,43,853.3,510.3,926,"clockwise",0,894,777.9,509.8,42,0,880.1,531,799.1,546.1,-75.4,-81,"Crossed","Crossed","converge","Contrasting",-5.60000000000002,"SR",1,26.8000000000001,20.7,21.2,36.3,"center_Left","center_Up","Left_Up"
"2432",2442,"SR",1,44,847.1,513.4,922,"clockwise",0,914,770.1,520.5,43,0,861.7,520.6,795.1,526.1,-77,-66.6,"Crossed","Crossed","diverge","Contrasting",10.4,"SR",1,14.6,7.20000000000005,25,5.60000000000002,"center_Left","center_Up","Left_Up"
"2433",2443,"SR",1,45,846.2,518.7,900,"clockwise",0,884,781.5,520.3,43,0,859.3,521.9,794.3,532.2,-64.7,-65,"Crossed","Crossed","converge","Contrasting",-0.299999999999955,"SR",1,13.0999999999999,3.19999999999993,12.8,11.9000000000001,"center_Left","center_Up","Left_Up"
"2434",2444,"SR",1,46,834.2,500.2,925,"clockwise",0,918,777.9,509.7,44,0,864.7,520.8,795.4,530.3,-56.3000000000001,-69.3000000000001,"Crossed","Crossed","converge","Contrasting",-13,"SR",1,30.5,20.6,17.5,20.6,"center_Left","center_Up","Left_Up"
"2435",2445,"SR",1,47,839.2,517.8,1113,"clockwise",0,1115,777.8,523.4,45,0,864.4,532.9,795,535.3,-61.4000000000001,-69.4,"Crossed","Crossed","converge","Contrasting",-7.99999999999989,"SR",1,25.1999999999999,15.1,17.2,11.9,"center_Left","center_Up","Left_Up"
"2436",2446,"SR",1,48,845.5,527.5,944,"clockwise",0,923,778.7,523.6,46,0,874,536.7,788.8,534.3,-66.8,-85.2,"Crossed","Crossed","converge","Contrasting",-18.4000000000001,"SR",1,28.5,9.20000000000005,10.0999999999999,10.6999999999999,"center_Left","center_Up","Left_Up"
